year,importer_name,export_value,exporter_name,import_value
2020,Denmark,2863884346.0,Denmark,11867527498.0
2020,Djibouti,167463420.0,Djibouti,2200295.0
2020,Dominica,108216125.0,Dominica,1797751.0
2020,Dominican Republic,7538086359.0,Dominican Republic,5432503232.0
2020,Ecuador,4288678803.0,Ecuador,5135418208.0
2020,Egypt,4618578135.0,Egypt,2184792220.0
2020,El Salvador,2718219436.0,El Salvador,1895709494.0
2020,Equatorial Guinea,94832296.0,Equatorial Guinea,129304429.00000001
2020,Eritrea,17987742.000000004,Eritrea,280936.0
2020,Estonia,446931457.0,Estonia,1291300365.9999998
2020,Eswatini,38577100.0,Eswatini,27299356.0
2020,Ethiopia,585918767.0,Ethiopia,459140504.0
2020,Falkland Islands,280492.0,Falkland Islands,11742821.0
2020,Fiji,60329705.0,Fiji,326933208.0
2020,Finland,1919206251.0,Finland,6261753099.0
2020,France,25641838562.0,France,38426897716.0
2020,French Polynesia,161276229.0,French Polynesia,19008137.0
2020,French South Antarctic Territory,803256.0,French South Antarctic Territory,73270.0
2020,Gabon,370124119.0,Gabon,189942629.0
2020,Gambia,39904303.0,Gambia,1044625.0
2020,Georgia,579654463.0,Georgia,132763716.0
2020,Germany,63514540428.0,Germany,113568954022.0
2020,Ghana,787197513.0,Ghana,744587839.0
2020,Gibraltar,790164902.0,Gibraltar,20936203.0
2020,Greece,1126801968.0,Greece,1320714818.0
2020,Greenland,6370520.0,Greenland,29015749.0
2020,Grenada,79877084.0,Grenada,12613437.0
2020,Guatemala,6374795445.0,Guatemala,3721600911.0
2020,Guinea,120419469.0,Guinea,7822970.0
2020,Guinea-Bissau,1784598.0,Guinea-Bissau,923895.0
2020,Guyana,706518308.0,Guyana,1374818788.0
2020,Haiti,976019809.0,Haiti,853470066.0
2020,Honduras,3982891843.0,Honduras,3767202937.0
2020,Hong Kong,22326956889.0,Hong Kong,3945196134.0000005
2020,Hungary,2183015326.0,Hungary,3806295748.0
2020,Iceland,335410592.0,Iceland,385082560.0
2020,India,27352410702.0,India,49699948806.0
2020,Indonesia,8275103058.0,Indonesia,20137207805.0
2020,Iran,75738233.0,Iran,3884853.0
2020,Iraq,729347336.0,Iraq,3266335814.0
2020,Ireland,13080746224.000002,Ireland,57367042091.0
2020,Israel,8518954173.0,Israel,14603907629.0
2020,Italy,18044907334.0,Italy,48114643840.0
2020,Jamaica,1828828069.0,Jamaica,467305971.0
2020,Japan,65260545904.0,Japan,116354582785.0
2020,Jordan,1433524548.0,Jordan,2413700926.0
2020,Kazakhstan,909692170.0,Kazakhstan,987239464.0
2020,Kenya,453572420.0,Kenya,496177081.0
2020,Kiribati,1965084.0,Kiribati,2115915.0
2020,Kuwait,2240830861.0,Kuwait,619326972.0
2020,Kyrgyzstan,85087120.0,Kyrgyzstan,5839484.0
2020,Laos,94899873.0,Laos,102741705.0
2020,Latvia,211221875.0,Latvia,505876922.0
2020,Lebanon,900128465.0,Lebanon,192373519.0
2020,Lesotho,4322155.0,Lesotho,274722850.0
2020,Liberia,88467637.0,Liberia,48108074.99999999
2020,Libya,291968864.0,Libya,224821664.0
2020,Lithuania,923685802.0,Lithuania,1378741061.0
2020,Luxembourg,785102187.0,Luxembourg,428061772.0
2020,Macau,269953197.0,Macau,93065447.0
2020,Madagascar,43104171.0,Madagascar,537957017.0
2020,Malawi,26389362.0,Malawi,46393283.0
2020,Malaysia,14068416529.0,Malaysia,39582724970.0
2020,Maldives,19263318.0,Maldives,16195912.0
2020,Mali,94209955.0,Mali,1971731.0
2020,Malta,137898863.0,Malta,198493085.0
2020,Marshall Islands,128960565.0,Marshall Islands,31477880.0
2020,Mauritania,135387340.0,Mauritania,5714254.0
2020,Mauritius,77813677.0,Mauritius,216585813.0
2020,Mexico,203817540166.0,Mexico,320310833080.0
2020,Micronesia,50129095.0,Micronesia,2564419.0
2020,Moldova,63899634.0,Moldova,53208849.0
2020,Mongolia,238203409.0,Mongolia,13501785.0
2020,Montenegro,42803070.0,Montenegro,5515584.0
2020,Montserrat,7233908.0,Montserrat,1415911.0
2020,Morocco,2399111156.0,Morocco,1196113041.0
2020,Mozambique,160323046.0,Mozambique,126225488.0
2020,Namibia,136806861.0,Namibia,85305136.0
2020,Nauru,575641.0,Nauru,3727576.0
2020,Nepal,162636686.0,Nepal,106771493.0
2020,Netherlands,42330168339.0,Netherlands,21405259263.0
2020,New Caledonia,46462725.0,New Caledonia,30052610.000000004
2020,New Zealand,3216979670.0,New Zealand,4477985591.0
2020,Nicaragua,1595341771.0,Nicaragua,3306468468.0
2020,Niger,274763878.0,Niger,22397888.0
2020,Nigeria,2695719305.0,Nigeria,1522098093.0
2020,Niue,165570.0,Niue,484876.0
2020,Norfolk Island,10656141.0,Norfolk Island,38783.0
2020,North Macedonia,228684989.0,North Macedonia,144205073.0
2020,Norway,4357185348.0,Norway,3626812950.0
2020,Oman,1007856963.0,Oman,980325206.0
2020,Pakistan,3168793003.9999995,Pakistan,3993865165.0
2020,Palau,18058467.0,Palau,480442.0
2020,Palestine,2304972.0,Palestine,5696031.0
2020,Panama,4725353482.0,Panama,646683525.0
2020,Papua New Guinea,71738599.0,Papua New Guinea,87252922.0
2020,Paraguay,779242494.0,Paraguay,184214691.0
2020,Peru,6870689058.0,Peru,6361419411.0
2020,Philippines,7311847568.0,Philippines,11617165705.0
2020,Poland,5692459722.0,Poland,7950865375.0
2020,Portugal,1505418461.0,Portugal,3621820710.0
2020,Qatar,3045464896.0,Qatar,1012761338.0
2020,Republic of the Congo,147806106.0,Republic of the Congo,145751385.0
2020,Romania,1058052017.0,Romania,2052152611.0
2020,Russia,6302859767.0,Russia,11759698299.0
2020,Rwanda,24665555.0,Rwanda,32951016.0
2020,Saint Helena,4757955.0,Saint Helena,5152090.0
2020,Saint Kitts and Nevis,119965946.0,Saint Kitts and Nevis,39825652.0
2020,Saint Lucia,561160698.0,Saint Lucia,7428651.0
2020,Saint Martin,318379861.0,Saint Martin,1728112.0
2020,Saint Pierre and Miquelon,231405.0,Saint Pierre and Miquelon,31572.0
2020,Saint Vincent and the Grenadines,67829578.0,Saint Vincent and the Grenadines,5199679.0
2020,Samoa,24773962.0,Samoa,5030518.0
2020,San Marino,2009485.0,San Marino,12438924.0
2020,Sao Tome and Principe,711660.0,Sao Tome and Principe,643000.0
2020,Saudi Arabia,10148473061.0,Saudi Arabia,9242735632.0
2020,Senegal,292760450.0,Senegal,126988211.0
2020,Serbia,387601990.0,Serbia,420495720.0
2020,Seychelles,18048838.0,Seychelles,11360597.0
2020,Sierra Leone,69094954.0,Sierra Leone,31978110.0
2020,Singapore,28448116924.0,Singapore,26254468553.0
2020,Slovakia,666475562.0,Slovakia,5090899241.0
2020,Slovenia,542330297.0,Slovenia,867680183.0
2020,Solomon Islands,2873123.0,Solomon Islands,3409422.0
2020,Somalia,56387460.0,Somalia,499076.0
2020,South Africa,4461573912.0,South Africa,10690359401.0
2020,South Korea,55645027956.0,South Korea,75826404942.0
2020,South Sudan,38946414.0,South Sudan,111962.0
2020,Spain,14358650034.0,Spain,15167351546.0
2020,Sri Lanka,478373442.0,Sri Lanka,2551757610.0
2020,Sudan,66891436.0,Sudan,85746299.0
2020,Suriname,246023383.0,Suriname,180446506.0
2020,Sweden,4299237208.0,Sweden,12649003379.0
2020,Switzerland,20511218783.0,Switzerland,64901906016.0
2020,Syria,2051141.0,Syria,9837118.0
2020,Tajikistan,6272221.0,Tajikistan,708768.0
2020,Tanzania,289291724.0,Tanzania,133294702.0
2020,Thailand,11900855189.0,Thailand,37854185904.0
2020,Timor-Leste,15339437.000000002,Timor-Leste,7690474.0
2020,Togo,327096873.0,Togo,21813274.0
2020,Tokelau,49841.0,Tokelau,1057976.0
2020,Tonga,11903877.0,Tonga,3262006.0
2020,Trinidad and Tobago,2183573625.0,Trinidad and Tobago,2528969556.0
2020,Tunisia,525022358.0,Tunisia,545556582.0
2020,Turkey,11363096810.0,Turkey,10711727524.0
2020,Turkmenistan,32618756.0,Turkmenistan,14933523.0
2020,Turks and Caicos Islands,150711086.0,Turks and Caicos Islands,2921075.0
2020,Tuvalu,1592087.0,Tuvalu,40818.0
2020,Uganda,121717432.0,Uganda,67593786.0
2020,Ukraine,2554230116.0,Ukraine,1133133753.0
2020,United Arab Emirates,13765865378.0,United Arab Emirates,3951096041.0
2020,United Kingdom,43943759780.0,United Kingdom,50360961687.0
2020,Uruguay,996722592.0,Uruguay,559047386.0
2020,Uzbekistan,258955252.0,Uzbekistan,67797507.0
2020,Vanuatu,4058326.0,Vanuatu,5465923.0
2020,Venezuela,1090562760.0,Venezuela,174012527.0
2020,Vietnam,10998718712.0,Vietnam,78608310305.0
2020,Wallis and Futuna,122726.0,Wallis and Futuna,745891.0
2020,Yemen,308731699.0,Yemen,4006723.0
2020,Zambia,113963579.0,Zambia,42531426.0
2020,Zimbabwe,60227824.0,Zimbabwe,37652707.0
2021,Afghanistan,223592690.0,Afghanistan,21674056.0
2021,Albania,96155134.0,Albania,65756491.0
2021,Algeria,757042741.0,Algeria,1903230458.9999998
2021,Andorra,4675979.0,Andorra,8154708.999999999
2021,Angola,480992650.0,Angola,532004388.0
2021,Anguilla,70255150.0,Anguilla,488776.0
2021,Antigua and Barbuda,482534077.0,Antigua and Barbuda,5049095.0
2021,Argentina,6264395733.0,Argentina,4705525297.0
2021,Armenia,105963349.0,Armenia,92103203.0
2021,Aruba,505366917.0,Aruba,4901682.0
2021,Australia,26285200637.0,Australia,11540697502.0
2021,Austria,5342237644.0,Austria,13729649285.0
2021,Azerbaijan,352486687.0,Azerbaijan,112887359.0
2021,Bahamas,2606068163.0,Bahamas,286027748.0
2021,Bahrain,734115182.0,Bahrain,1272154052.0
2021,Bangladesh,2303673347.0,Bangladesh,8734350575.0
2021,Barbados,736465793.0,Barbados,70645961.0
2021,Belarus,380485190.0,Belarus,519268607.0
2021,Belgium,29770836422.0,Belgium,22315806935.0
2021,Belize,406086724.0,Belize,76361702.0
2021,Benin,296798471.0,Benin,7268222.0
2021,Bermuda,479281643.0,Bermuda,23977918.0
2021,Bhutan,5826803.0,Bhutan,336326.0
2021,Bolivia,628122621.0,Bolivia,566720869.0
2021,Bosnia and Herzegovina,315526502.0,Bosnia and Herzegovina,148894317.0
2021,Botswana,57720802.0,Botswana,202962437.0
2021,Brazil,41062845105.0,Brazil,31865922101.0
2021,British Indian Ocean Territory,5840473.0,British Indian Ocean Territory,384788.0
2021,British Virgin Islands,237053165.00000003,British Virgin Islands,1703580.0
2021,Brunei,191326571.0,Brunei,13890252.0
2021,Bulgaria,347509914.0,Bulgaria,1174377379.0
2021,Burkina Faso,282677513.0,Burkina Faso,57816388.0
2021,Burma,210293152.0,Burma,1020889148.0
2021,Burundi,12346629.0,Burundi,4033058.0
2021,Cambodia,466782951.0,Cambodia,9486213393.0
2021,Cameroon,184682701.0,Cameroon,136694409.0
2021,Canada,259550583884.0,Canada,355684456249.0
2021,Cape Verde,25415900.0,Cape Verde,5013721.0
2021,Cayman Islands,922476345.0,Cayman Islands,12558856.0
2021,Central African Republic,15997711.0,Central African Republic,565976.0
2021,Chad,35229950.0,Chad,4134426.0
2021,Chile,15955560689.0,Chile,14958524640.0
2021,China,152260014383.0,China,525203567230.0
2021,Chinese Taipei,35657957171.0,Chinese Taipei,73823421937.0
2021,Christmas Island,709549.0,Christmas Island,563832.0
2021,Cocos (Keeling) Islands,731752.0,Cocos (Keeling) Islands,2713011.0
2021,Colombia,14609653836.0,Colombia,11201261265.0
2021,Comoros,1886797.0,Comoros,6318251.0
2021,Cook Islands,3379163.0,Cook Islands,1132830.0
2021,Costa Rica,6916693727.0,Costa Rica,6395164778.0
2021,Cote d\'Ivoire,524956434.0,Cote d\'Ivoire,1356483585.0
2021,Croatia,915164294.0,Croatia,862203274.0
2021,Cuba,308886280.0,Cuba,2902398.9999999995
2021,Curaçao,334645356.0,Curaçao,37223982.0
2021,Cyprus,144060402.0,Cyprus,69136228.0
2021,Czechia,4279237808.0,Czechia,5674072654.0
2021,Democratic Republic of the Congo,216258259.0,Democratic Republic of the Congo,271125566.0
2021,Denmark,4093830559.0,Denmark,12566909191.0
2021,Djibouti,175754736.0,Djibouti,1095010.0
2021,Dominica,484887125.0,Dominica,1537018.0
2021,Dominican Republic,11015853912.0,Dominican Republic,6789864178.0
2021,Ecuador,5457666918.0,Ecuador,6534586763.0
2021,Egypt,5328901147.0,Egypt,3441538170.0
2021,El Salvador,4127217559.0,El Salvador,2477716878.0
2021,Equatorial Guinea,46855307.0,Equatorial Guinea,281070244.0
2021,Eritrea,18609360.0,Eritrea,456459.0
2021,Estonia,497635002.0,Estonia,2164677629.0
2021,Eswatini,40602221.0,Eswatini,22313218.0
2021,Ethiopia,873517733.0,Ethiopia,553490487.0
2021,Falkland Islands,311805.0,Falkland Islands,12630822.0
2021,Fiji,228440798.0,Fiji,413059738.0
2021,Finland,2219634566.0,Finland,6622555721.0
2021,France,28303566107.0,France,42364014290.0
2021,French Polynesia,180745927.0,French Polynesia,43150719.0
2021,French South Antarctic Territory,4317773.0,French South Antarctic Territory,156953.0
2021,Gabon,243010131.00000003,Gabon,150259022.0
2021,Gambia,56904360.0,Gambia,1229448.0
2021,Georgia,675020561.0,Georgia,239284387.0
2021,Germany,70600069873.0,Germany,134998776173.0
2021,Ghana,948621169.0,Ghana,1769352361.9999998
2021,Gibraltar,569780836.0,Gibraltar,1717409.0
2021,Greece,1734576206.0,Greece,1713022059.0
2021,Greenland,11947857.0,Greenland,41502289.0
2021,Grenada,110304835.0,Grenada,15681305.0
2021,Guatemala,8377094016.0,Guatemala,4216416854.0
2021,Guinea,134003520.0,Guinea,8724853.0
2021,Guinea-Bissau,2424255.0,Guinea-Bissau,202649.0
2021,Guyana,872111664.0,Guyana,2311821042.0
2021,Haiti,1075952675.0,Haiti,1128555757.0
2021,Honduras,5996138479.0,Honduras,4879778765.0
2021,Hong Kong,28708305889.0,Hong Kong,2925098007.0
2021,Hungary,2781510981.0,Hungary,5160897406.0
2021,Iceland,546169364.0,Iceland,538635156.0
2021,India,40536079026.0,India,72200331335.0
2021,Indonesia,10672573722.0,Indonesia,26805502479.0
2021,Iran,97738225.0,Iran,1438113.0
2021,Iraq,767061673.0,Iraq,3882882938.0
2021,Ireland,18726282942.0,Ireland,59766152878.0
2021,Israel,9224316062.0,Israel,17449944174.0
2021,Italy,19255719121.0,Italy,57806105989.0
2021,Jamaica,2217555645.0,Jamaica,658425675.0
2021,Japan,73642058522.0,Japan,131676873134.0
2021,Jordan,1352253207.0,Jordan,3528430466.0
2021,Kazakhstan,1180817517.0,Kazakhstan,1082967737.0
2021,Kenya,667142096.0,Kenya,577030245.0
2021,Kiribati,3420523.0,Kiribati,1177351.0
2021,Kuwait,2876988965.0,Kuwait,1050954627.0
2021,Kyrgyzstan,66770969.0,Kyrgyzstan,8564981.0
2021,Laos,75582063.0,Laos,205039774.0
2021,Latvia,251069807.0,Latvia,623292180.0
2021,Lebanon,808638754.0,Lebanon,198294134.0
2021,Lesotho,7847022.0,Lesotho,328921552.0
2021,Liberia,135510808.0,Liberia,79458264.0
2021,Libya,285360350.0,Libya,2220022528.0
2021,Lithuania,1215357111.0,Lithuania,2238853981.0
2021,Luxembourg,1010486245.0,Luxembourg,535162468.0
2021,Macau,369767747.0,Macau,121213041.0
2021,Madagascar,60769066.0,Madagascar,617373949.0
2021,Malawi,49696337.0,Malawi,49308433.0
2021,Malaysia,16329327353.0,Malaysia,49893333905.0
2021,Maldives,49217932.0,Maldives,12565246.0
2021,Mali,92356536.0,Mali,2886802.0
2021,Malta,150007324.0,Malta,240575023.0
2021,Marshall Islands,200896484.00000003,Marshall Islands,16136154.0
2021,Mauritania,143013327.0,Mauritania,4484706.0
2021,Mauritius,153510593.0,Mauritius,175715251.0
2021,Mexico,254082547189.0,Mexico,371307832923.0
2021,Micronesia,42231548.0,Micronesia,1989356.0
2021,Moldova,101759291.0,Moldova,59823524.0
2021,Mongolia,217251195.0,Mongolia,40604335.0
2021,Montenegro,37264318.0,Montenegro,7890202.0
2021,Montserrat,7169240.0,Montserrat,1638767.0
2021,Morocco,3343154007.0,Morocco,1404602617.0
2021,Mozambique,258566874.0,Mozambique,156526197.00000003
2021,Namibia,145613145.0,Namibia,135215378.0
2021,Nauru,1248382.0,Nauru,2239274.0
2021,Nepal,284025893.0,Nepal,136236696.0
2021,Netherlands,50792084958.0,Netherlands,27317309447.0
2021,New Caledonia,56583095.0,New Caledonia,44435745.0
2021,New Zealand,3747272698.0,New Zealand,4913902744.0
2021,Nicaragua,2166882513.0,Nicaragua,3792264029.0
2021,Niger,203741102.0,Niger,15863817.0
2021,Nigeria,3612635410.0,Nigeria,3543031410.0
2021,Niue,87848.0,Niue,164635.0
2021,Norfolk Island,4133406.0,Norfolk Island,45813.0
2021,North Macedonia,199475108.0,North Macedonia,126899298.0
2021,Norway,5377890780.0,Norway,5227617535.0
2021,Oman,930451210.0,Oman,1945398106.0
2021,Pakistan,4008310684.0,Pakistan,5372578385.0
2021,Palau,22784007.0,Palau,486328.0
2021,Palestine,2265048.0,Palestine,7348554.0
2021,Panama,6209502902.0,Panama,391535583.0
2021,Papua New Guinea,59755055.0,Papua New Guinea,97558365.0
2021,Paraguay,1189473038.0,Paraguay,232095200.0
2021,Peru,9851300384.0,Peru,7426792353.0
2021,Philippines,8450798565.0,Philippines,14417352417.0
2021,Poland,7837537417.0,Poland,9369293016.0
2021,Portugal,2388028763.0,Portugal,4716595179.0
2021,Qatar,2740565688.0,Qatar,1717956229.0
2021,Republic of the Congo,111906887.0,Republic of the Congo,52149209.0
2021,Romania,893997327.0,Romania,2854126153.0
2021,Russia,8050325286.0,Russia,27326258974.0
2021,Rwanda,43331599.0,Rwanda,31172196.999999996
2021,Saint Helena,13053072.0,Saint Helena,32006788.0
2021,Saint Kitts and Nevis,130264689.0,Saint Kitts and Nevis,35862647.0
2021,Saint Lucia,478131145.0,Saint Lucia,8385343.0
2021,Saint Martin,345319855.0,Saint Martin,2218526.0
2021,Saint Pierre and Miquelon,3697.0,Saint Pierre and Miquelon,13595.0
2021,Saint Vincent and the Grenadines,87825523.0,Saint Vincent and the Grenadines,5085710.0
2021,Samoa,42758541.0,Samoa,13686231.0
2021,San Marino,1190292.0,San Marino,13930309.0
2021,Sao Tome and Principe,3102791.0,Sao Tome and Principe,1244189.0
2021,Saudi Arabia,12097086544.0,Saudi Arabia,14266292869.0
2021,Senegal,390060591.0,Senegal,172179278.0
2021,Serbia,396439885.0,Serbia,555298268.0
2021,Seychelles,20656208.0,Seychelles,14220956.0
2021,Sierra Leone,109123067.0,Sierra Leone,16349240.0
2021,Singapore,35619284167.0,Singapore,26142498003.0
2021,Slovakia,719806731.0,Slovakia,3507038812.0
2021,Slovenia,552100937.0,Slovenia,1276515198.0
2021,Solomon Islands,5514498.0,Solomon Islands,1905110.0
2021,Somalia,50020198.0,Somalia,1171860.0
2021,South Africa,5561139170.0,South Africa,14253929918.0
2021,South Korea,70286396434.0,South Korea,96121743185.0
2021,South Sudan,57577040.0,South Sudan,85105.0
2021,Spain,18274899588.0,Spain,18312751197.0
2021,Sri Lanka,532894744.0,Sri Lanka,3081715434.0
2021,Sudan,137083355.0,Sudan,19182126.0
2021,Suriname,277880674.0,Suriname,66029802.0
2021,Sweden,5383030731.0,Sweden,15079141392.0
2021,Switzerland,24099905491.0,Switzerland,50695386851.0
2021,Syria,1133712.0,Syria,8887210.0
2021,Tajikistan,14951394.0,Tajikistan,808323.0
2021,Tanzania,344393727.0,Tanzania,102740181.0
2021,Thailand,13091729867.0,Thailand,48833259848.0
2021,Timor-Leste,12429974.0,Timor-Leste,14373191.0
2021,Togo,229478627.0,Togo,20517931.0
2021,Tonga,15401815.0,Tonga,3412612.0
2021,Trinidad and Tobago,2382729977.0,Trinidad and Tobago,4345823285.0
2021,Tunisia,555221933.0,Tunisia,718104080.0
2021,Turkey,12739668557.0,Turkey,15029527494.0
2021,Turkmenistan,78821587.0,Turkmenistan,24431619.0
2021,Turks and Caicos Islands,218857281.0,Turks and Caicos Islands,2868702.0
2021,Tuvalu,461533.0,Tuvalu,85475.0
2021,Uganda,178409635.0,Uganda,87883573.0
2021,Ukraine,3265497317.0,Ukraine,1736624975.9999998
2021,United Arab Emirates,15549261793.0,United Arab Emirates,5719002111.0
2021,United Kingdom,57500489683.0,United Kingdom,55299629159.0
2021,Uruguay,1248941193.0,Uruguay,609167765.0
2021,Uzbekistan,260720252.0,Uzbekistan,107670194.0
2021,Vanuatu,2719310.0,Vanuatu,6624741.999999999
2021,Venezuela,1548120478.0,Venezuela,319111427.0
2021,Vietnam,12199447484.0,Vietnam,101400926332.0
2021,Wallis and Futuna,24517.0,Wallis and Futuna,106910.0
2021,Yemen,267660063.0,Yemen,10550799.0
2021,Zambia,163239482.0,Zambia,201602294.0
2021,Zimbabwe,56352966.0,Zimbabwe,40349090.0
2022,Afghanistan,20985196.0,Afghanistan,23259819.0
2022,Albania,101984705.0,Albania,150393204.0
2022,Algeria,1187463748.0,Algeria,3151318258.0
2022,Andorra,3481570.0,Andorra,9800275.0
2022,Angola,775230929.0,Angola,1321436903.0
2022,Anguilla,75386631.0,Anguilla,629179.0
2022,Antigua and Barbuda,885308993.0000001,Antigua and Barbuda,5656315.0
2022,Argentina,10723556734.0,Argentina,7096700893.0
2022,Armenia,397928233.0,Armenia,84238339.0
2022,Aruba,601257419.0,Aruba,3345445.0
2022,Australia,30031886579.0,Australia,14085797494.0
2022,Austria,4539214005.0,Austria,15886050261.0
2022,Azerbaijan,357584858.0,Azerbaijan,129918370.0
2022,Bahamas,4825917216.0,Bahamas,1541728419.0
2022,Bahrain,782729246.0,Bahrain,1785649991.0
2022,Bangladesh,2757244232.0,Bangladesh,11740474118.0
2022,Barbados,887065929.0,Barbados,90523150.0
2022,Belarus,38820186.0,Belarus,222021768.0
2022,Belgium,30675060348.0,Belgium,27875953812.0
2022,Belize,560806467.0,Belize,101966959.0
2022,Benin,372625761.0,Benin,4905978.0
2022,Bermuda,568790984.0,Bermuda,10162981.0
2022,Bhutan,4731031.0,Bhutan,290514.0
2022,Bolivia,580206382.0,Bolivia,392821284.0
2022,Bosnia and Herzegovina,506607514.0,Bosnia and Herzegovina,145863216.0
2022,Botswana,112680784.0,Botswana,349733856.0
2022,Brazil,49694087784.0,Brazil,36050882834.0
2022,British Indian Ocean Territory,4655982.0,British Indian Ocean Territory,380562.0
2022,British Virgin Islands,338503581.0,British Virgin Islands,1443623.0
2022,Brunei,211638239.0,Brunei,115068015.0
2022,Bulgaria,864183298.0,Bulgaria,1412165271.0
2022,Burkina Faso,216082132.0,Burkina Faso,45287260.0
2022,Burma,190990111.0,Burma,1143201854.0
2022,Burundi,11856735.0,Burundi,7921915.000000001
2022,Cambodia,509275132.0,Cambodia,12789696194.0
2022,Cameroon,198931115.0,Cameroon,112089156.0
2022,Canada,303217043072.0,Canada,436982666830.0
2022,Cape Verde,20381051.0,Cape Verde,5437780.0
2022,Cayman Islands,1039921294.0,Cayman Islands,40219643.0
2022,Central African Republic,75273272.0,Central African Republic,869803.0
2022,Chad,78867855.0,Chad,4767931.0
2022,Chile,21813084032.0,Chile,13878974721.0
2022,China,150927986256.0,China,549745379862.0
2022,Chinese Taipei,41332235812.0,Chinese Taipei,85698622459.0
2022,Christmas Island,1362640.0,Christmas Island,873126.0
2022,Cocos (Keeling) Islands,1924417.0,Cocos (Keeling) Islands,1358111.0
2022,Colombia,19319792954.0,Colombia,14848147196.0
2022,Comoros,2171444.0,Comoros,5614152.000000001
2022,Cook Islands,3637301.0,Cook Islands,1008936.0
2022,Costa Rica,8116928473.0,Costa Rica,7046056893.0
2022,Cote d\'Ivoire,694214039.0,Cote d\'Ivoire,1112348384.0
2022,Croatia,3740201542.9999995,Croatia,755236151.0
2022,Cuba,340558951.0,Cuba,5597674.0
2022,Curaçao,453750777.0,Curaçao,43250875.0
2022,Cyprus,118359587.0,Cyprus,76398332.0
2022,Czechia,4827034315.0,Czechia,6810217693.0
2022,Democratic Republic of the Congo,147580994.0,Democratic Republic of the Congo,179981178.0
2022,Denmark,4762417369.0,Denmark,13354942819.0
2022,Djibouti,169877123.0,Djibouti,7085117.0
2022,Dominica,183840385.0,Dominica,1274620.0
2022,Dominican Republic,13772542784.0,Dominican Republic,7007633233.0
2022,Ecuador,8266171487.0,Ecuador,9868876367.0
2022,Egypt,6549241729.0,Egypt,3241585929.0
2022,El Salvador,5016326595.0,El Salvador,2678363515.0
2022,Equatorial Guinea,68178920.0,Equatorial Guinea,229732438.00000003
2022,Eritrea,31536615.0,Eritrea,333841.0
2022,Estonia,520426153.0,Estonia,1401420794.0
2022,Eswatini,68882897.0,Eswatini,13922881.0
2022,Ethiopia,1111810961.0,Ethiopia,632769893.0
2022,Falkland Islands,149684.0,Falkland Islands,32087510.0
2022,Fiji,76710586.0,Fiji,534312915.0
2022,Finland,3550089803.0,Finland,9525802032.0
2022,France,43537309371.0,France,49075414844.0
2022,French Polynesia,203497354.0,French Polynesia,34059822.0
2022,French South Antarctic Territory,2344218.0,French South Antarctic Territory,51588.0
2022,Gabon,131048571.0,Gabon,231635837.0
2022,Gambia,66313077.0,Gambia,1390914.0
2022,Georgia,1047056978.0000001,Georgia,330873122.0
2022,Germany,74738515102.0,Germany,151738301355.0
2022,Ghana,938164047.0,Ghana,2830965853.0
2022,Gibraltar,140586556.0,Gibraltar,2151976.0
2022,Greece,3487646640.0,Greece,2506899462.0
2022,Greenland,6049379.0,Greenland,36612031.0
2022,Grenada,156366696.0,Grenada,17558424.0
2022,Guatemala,10264683969.000002,Guatemala,5102259811.0
2022,Guinea,106501767.0,Guinea,6807658.0
2022,Guinea-Bissau,2330728.0,Guinea-Bissau,15947.999999999998
2022,Guyana,1048239592.0,Guyana,2857067394.0000005
2022,Haiti,1201079911.0,Haiti,1079234982.0
2022,Honduras,7541868323.0,Honduras,6308998357.0
2022,Hong Kong,25761595517.0,Hong Kong,3871782849.0
2022,Hungary,2687502691.0,Hungary,6720202609.0
2022,Iceland,486228519.0,Iceland,653445471.0
2022,India,50113820272.0,India,83503506407.0
2022,Indonesia,11084444860.0,Indonesia,32487608256.0
2022,Iran,45496846.0,Iran,11150916.0
2022,Iraq,897399090.0,Iraq,10329052140.0
2022,Ireland,21010982430.0,Ireland,71118736534.0
2022,Israel,10694079963.0,Israel,20564219083.0
2022,Italy,24946016168.0,Italy,67530793142.0
2022,Jamaica,2860652493.0,Jamaica,991552523.0
2022,Japan,81412464228.0,Japan,141253057626.0
2022,Jordan,1370264466.0,Jordan,3193968394.0
2022,Kazakhstan,1523042719.0,Kazakhstan,2224080363.0
2022,Kenya,686273150.0,Kenya,719230802.0
2022,Kiribati,6691798.0,Kiribati,1297406.0
2022,Kuwait,5494101073.0,Kuwait,2513224624.0
2022,Kyrgyzstan,155361091.0,Kyrgyzstan,9523864.0
2022,Laos,39567928.0,Laos,280885619.0
2022,Latvia,312430794.0,Latvia,775592539.0
2022,Lebanon,1021218632.0,Lebanon,215726127.0
2022,Lesotho,8113157.000000001,Lesotho,321616359.0
2022,Liberia,247264141.0,Liberia,89552349.0
2022,Libya,284443964.0,Libya,2242360326.0
2022,Lithuania,3854568549.0,Lithuania,2716578760.0
2022,Luxembourg,927692084.0,Luxembourg,629855666.0
2022,Macau,373574687.0,Macau,138717429.0
2022,Madagascar,99475261.0,Madagascar,787189711.0
2022,Malawi,47762110.0,Malawi,59286814.0
2022,Malaysia,20176140544.0,Malaysia,49595927462.0
2022,Maldives,130479586.0,Maldives,12425822.999999998
2022,Mali,82566223.0,Mali,4260042.0
2022,Malta,229772195.0,Malta,251453883.0
2022,Marshall Islands,211988602.00000003,Marshall Islands,17605660.0
